x1,x2,y
0.7717444034211738,-0.548085756,1
0.18941604875511783,-0.261981663,1
0.9183590579284282,0.44327650644308514,0
1.0212132416459971,-0.488523201,1
1.178441521651902,-0.369192553,1
-1.06269109,0.11620227161963315,0
1.2345080706595914,-0.46158935,1
0.7118387202105483,-0.393012144,1
0.5424892516984563,0.824463686,0
-0.752471423,0.8289076441927644,0
1.901708447704126,0.2424211949294905,1
0.904849605,0.312769478,0
0.2107369857285859,-0.294526055,1
1.4110974985409228,-0.602078013,1
0.956855637,0.28719717818295976,0
-0.099896272,1.0051609388470406,0
1.744859671379228,0.08024536,1
-0.450309176,0.973776321,0
1.0908097408463187,-0.612311588,1
0.095578804,0.1919302332325325,1
0.41223736272434214,-0.164544856,1
-0.349068596,0.9584750000793144,0
-0.901181201,0.47910227630632946,0
-0.802432444,0.47482962715349425,0
1.0113262726244796,-0.660306686,1
-0.769980826,0.5671881259147568,0
0.4283312480452634,-0.310069018,1
2.053687446025617,0.2610424402217359,1
1.2775989676171973,-0.526648268,1
1.9020010279713035,0.37475691878762235,1
-0.362365382,0.9706112414455768,0
0.40419141494902217,0.9797576114468081,0
0.8902133809604226,0.1332792233486022,0
-0.888647871,0.5871754797234814,0
0.7302152071311763,-0.486957412,1
0.015650654,0.5232181036200276,1
0.086803048,-0.044941772,1
0.076702311,-0.17399855,1
1.9457138523983282,0.5416050046261425,1
0.8788299421726422,0.18334721460767026,0
1.117826954965578,-0.706498418,1
-0.2583592,1.0213196545290302,0
-0.200364427,0.9508962473271001,0
0.7405755653873701,0.6272518380420724,0
0.368760652,0.7490622217095685,0
-0.86262123,0.3172482619869754,0
1.1587665379282746,-0.61738986,1
0.2716898621002388,0.9180149410382501,0
1.0033234329177654,0.11512350456014467,0
0.6518100837338142,0.88219365,0
-0.040938238,0.86116352,0
0.6016031964177969,-0.409709489,1
-0.003587059,-0.016840304,1
-0.676031045,0.7821767481502779,0
0.12739550451264564,0.9659490935451285,0
1.6177812936233795,-0.315979996,1
0.040069279,0.139264178,1
0.8933699796449329,0.24389032355693757,0
2.145994086282356,0.2279877697708904,1
-0.06324102,0.39769329036757634,1
-0.901028678,0.29941116859446565,0
-1.1995141,0.29068739802805477,0
0.2290488981254476,1.0727646980293968,0
1.9228036600925769,0.5274677862632732,1
1.985383230929926,0.2699692498023024,1
0.8849326014337251,-0.378829902,1
1.6168586507031655,-0.206374385,1
-0.758645842,0.6700969468434668,0
1.1427900729884526,0.30330167180907985,0
0.5517972211721268,0.9385113413959446,0
0.017763852,0.43212544881402287,1
1.0337839361202914,-0.460272737,1
1.7228126599073883,0.14466346876221636,1
0.8304718685764751,0.471009512,0
-0.927809877,0.059155426,0
1.5315158452567492,-0.381567021,1
0.780201507,0.68741238,0
-0.470176346,0.9973406256369699,0
0.23827028076379703,-0.333815968,1
-0.995236843,0.300350293,0
-0.798104989,0.5793754970229658,0
0.015982973079392625,0.2799830695875894,1
1.667883471260011,-0.254077857,1
0.8078682613174311,-0.564685246,1
1.165077336064361,-0.490991767,1
-0.047388201,1.2251722650726944,0
0.6690141546109112,-0.371143507,1
1.0852608953720426,-0.618838926,1
1.6769865095993204,-0.418642043,1
0.9945985940037911,-0.404837627,1
1.7608573157604972,0.1942826874701907,1
0.5312601220853388,0.9662090586729642,0
1.9491392130209328,-0.084365913,1
0.25067558583024085,-0.354118065,1
-0.043203281,0.4298079181474519,1
-0.022277235,0.3477929846086955,1
-0.472265774,0.8828893731362011,0
0.34248467757697426,0.7642536544393933,0
0.34256534077827516,-0.177009135,1
0.863612744,0.31835690693967333,0
1.7445351485371379,0.081726761,1
1.4641577734541602,-0.29687608,1
-0.814855419,0.4665357575827388,0
0.18961855408548733,0.10554816819719548,1
0.072160628,1.013371142219903,0
1.0336215306271397,-0.538096033,1
1.3921257162782221,-0.520833935,1
0.6283822215465473,-0.515974963,1
2.057387790044324,0.24519819994906172,1
0.8059833267587093,-0.430622681,1
0.067885793,0.2586995472445318,1
-0.002739782,0.3993940639125889,1
0.5977376314870244,0.679719264,0
-0.403816943,0.881732642,0
1.4977641814962823,-0.535189582,1
0.20243399976650348,0.80644535,0
0.22836711911648674,0.1656120168383325,1
1.977553953057105,0.087756264,1
-0.715883828,0.5710629055628315,0
0.8743825470511567,0.3522991090017684,0
0.9046083634475929,0.688166286,0
-0.85134229,0.14846656605978684,0
0.8837689628293723,0.21940003114180595,0
0.45691348033204227,0.9605141911621989,0
-0.187395907,1.0354926101953201,0
-0.58348971,0.7527878298311477,0
0.11723161555068255,-0.083805043,1
